module,file,line,name,cc,cognitive,length,nested,composable,commits,hotspot
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,585,ExpandableChapterList,37,69,237,False,True,8,296
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,258,post,35,28,167,False,False,20,700
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,140,ExpandableSessionCards,26,59,173,False,True,8,208
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,110,post,19,13,77,False,False,16,304
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,149,post,18,2,105,False,False,10,180
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyScreen.kt,72,StudyScreen,18,19,195,False,True,18,324
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterScrollConnection.kt,229,onPreScroll,16,23,0,False,False,3,48
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SessionStatsChart.kt,117,SessionStatsChart,16,28,68,False,True,7,112
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailViewModel.kt,91,post,15,11,0,False,False,7,105
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,95,post,14,12,67,False,False,6,84
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashScreen.kt,235,syncProgressMessage,14,9,0,False,True,6,84
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,85,post,13,2,86,False,False,4,52
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/RubyHighlight.kt,13,buildRubySegments,11,15,0,False,False,2,22
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeScreen.kt,42,HomeScreen,11,14,93,False,True,9,99
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/StudySessionGenerator.kt,75,buildWindowNormals,10,9,0,False,False,4,40
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,24,getWords,10,12,0,False,False,13,130
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,166,initializeAllContents,9,5,0,False,False,15,135
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/dao/WordInitializeDao.kt,126,updateWords,8,10,0,False,False,4,32
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,124,getAllContentUpdateDates,8,3,0,False,False,13,104
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,155,getKanjiInfo,8,11,0,False,False,13,104
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/SearchWords.kt,17,invoke,8,11,0,False,False,1,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroViewModel.kt,73,post,8,6,73,False,False,4,32
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBackground.kt,119,drawPaperToBounds,8,11,0,False,False,5,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterScrollConnection.kt,154,onPreFling,8,9,0,False,False,3,24
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionScreen.kt,32,SessionSelectionScreen,8,10,78,False,True,13,104
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,62,SettingScreen,8,12,84,False,True,5,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,517,moveNextWord,8,8,86,False,False,20,160
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/RoundProgressChart.kt,34,RoundProgressChart,8,15,134,False,True,5,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SessionStatsChart.kt,73,axisOf,8,9,0,False,False,7,56
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,14,getWords,7,3,0,False,False,11,77
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/WordLevelDiff.kt,26,compute,7,6,0,False,False,1,7
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/HomeRepositoryImpl.kt,17,getTodayExample,7,4,0,False,False,2,14
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudySessionRepositoryImpl.kt,50,getLowAccuracyWords,7,10,0,False,False,4,28
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,236,seedDatesFromSnapshotMeta,7,10,0,False,False,15,105
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/usecase/GetContinueSession.kt,27,invoke,7,6,0,False,False,1,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,464,WordListArea,7,11,60,False,True,10,70
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterScrollConnection.kt,193,onPostFling,7,5,0,False,False,3,21
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/StudyWordSection.kt,60,StudyWordSection,7,24,154,False,True,12,84
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SwipeableWordCard.kt,151,tearSwipeGesture,7,23,0,False,False,9,63
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/component/SwipeableWordCard.kt,246,decideSwipeOutcome,7,1,0,False,False,9,63
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,105,getKanjiInfo,6,4,0,False,False,11,66
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/Inflate.android.kt,6,inflateRaw,6,6,0,False,False,1,6
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,151,getDailyExampleRecord,6,0,0,False,False,9,54
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/dao/ExampleDao.kt,114,replaceReadings,6,6,0,False,False,10,60
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/StudySessionGenerator.kt,30,generateStudySessions,6,6,0,False,False,4,24
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/StudySessionGenerator.kt,105,absorbTailWindow,6,5,0,False,False,4,24
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/KanjiInfoRepositoryImpl.kt,12,syncIfNeeded,6,5,0,False,False,5,30
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,35,initializeWordsIfEmpty,6,9,0,False,False,15,90
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,293,checkLevelWords,6,3,0,False,False,15,90
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,98,getContentUpdateDate,6,3,0,False,False,13,78
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,106,checkAndRefreshAd,6,2,0,False,False,6,36
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.android.kt,103,checkAndRefreshAd,6,2,0,False,False,7,42
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluSwitch.kt,40,MolluSwitch,6,15,76,False,True,3,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,175,initialize,6,5,0,False,False,6,36
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/main/MainScreen.kt,30,MainScreen,6,7,0,False,True,1,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/main/MainViewModel.kt,34,onTabClick,6,10,0,False,False,1,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionAssets.kt,25,raccoonResource,6,1,0,False,False,1,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionAssets.kt,34,mountainResource,6,1,0,False,False,1,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionAssets.kt,43,subtitleResource,6,1,0,False,False,1,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/CurrentSessionIndex.kt,13,currentSessionIndexOf,6,5,0,False,False,1,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionChapterCard.kt,58,SessionChapterCard,6,15,175,False,True,5,30
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionWarningDialog.kt,189,label,6,1,0,False,True,4,24
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashScreen.kt,221,stageLabel,6,1,0,False,False,6,36
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashViewModel.kt,40,post,6,18,66,False,False,8,48
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashViewModel.kt,119,selectDisplayProgress,6,3,0,False,False,8,48
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,150,WordDetailContent,6,22,71,False,True,22,132
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/worddetail/WordDetailScreen.kt,85,WordDetailScreen,6,2,0,False,True,22,132
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.ios.kt,98,checkAndRefreshAd,6,2,0,False,False,8,48
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.ios.kt,147,checkAndRefreshAd,6,2,0,False,False,7,42
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,86,getAllContentUpdateDates,5,0,0,False,False,11,55
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,193,getSettingPreferencesRecord,5,0,0,False,False,9,45
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/dao/WordInitializeDao.kt,189,planSessionSync,5,4,0,False,False,4,20
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/HomeRepositoryImpl.kt,64,getStudiedWordCount,5,2,0,False,False,2,10
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StudySessionRepositoryImpl.kt,18,getWordsByStudySessionId,5,3,0,False,False,4,20
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,356,checkLevelExamples,5,3,0,False,False,15,75
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,383,insertLevelExamples,5,14,0,False,False,15,75
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/db/DatabaseBuilder.ios.kt,36,copyPrepopulatedDbIfMissing,5,3,0,False,False,3,15
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,54,getWordCount,5,3,0,False,False,13,65
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,113,getReadingsUpdateDate,5,3,0,False,False,13,65
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,181,getKanjiUpdateDate,5,3,0,False,False,13,65
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBottomButton.kt,38,MolluBottomButton,5,10,0,False,True,3,15
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/RubyExampleText.kt,33,RubyExampleText,5,8,68,False,True,3,15
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,79,SearchScreen,5,3,0,False,True,10,50
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionViewModel.kt,55,post,5,2,0,False,False,5,25
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,204,selectSession,5,2,0,False,False,16,80
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/SessionCompletion.kt,85,SessionCompletion,5,16,124,False,True,9,45
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/datasource/AnalyticsDataSource.android.kt,9,logEvent,4,3,0,False,False,1,4
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,174,getStudiedWordSnapshot,4,0,0,False,False,9,36
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/TimeDataSource.kt,36,getNetworkTimeMillis,4,5,0,False,False,3,12
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/WordDataSource.kt,109,attachExamples,4,2,0,False,False,18,72
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/StreakRepositoryImpl.kt,40,getStreak,4,7,0,False,False,2,8
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,98,syncWordsIfNeeded,4,3,0,False,False,15,60
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,128,syncExamplesIfNeeded,4,4,0,False,False,15,60
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,320,downloadLevelWords,4,8,0,False,False,15,60
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/datasource/AnalyticsDataSource.ios.kt,8,logEvent,4,3,0,False,False,1,4
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,70,getExampleChunkBlobs,4,3,0,False,False,13,52
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,87,getReadingsBlob,4,3,0,False,False,13,52
data-kmp,data-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/util/Inflate.ios.kt,14,inflateRaw,4,2,0,False,False,2,8
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/entity/WordScriptType.kt,18,from,4,1,0,False,False,1,4
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.android.kt,16,init,4,3,0,False,False,5,20
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/UrlOpener.android.kt,9,openUrl,4,3,0,False,False,4,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroDialog.kt,296,formatAdZeroTime,4,1,0,False,True,6,24
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBottomTabBar.kt,44,MolluBottomTabBar,4,10,0,False,True,4,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBottomTabBar.kt,123,labelRes,4,1,0,False,False,4,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluTopBar.kt,40,MolluTopBar,4,11,72,False,True,7,28
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/SessionCardLabels.kt,21,rangeLabel,4,1,0,False,True,1,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/SessionCardLabels.kt,30,statusLabel,4,1,0,False,True,1,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/exit/ExitAppBottomSheet.kt,46,ExitAppBottomSheet,4,4,81,False,True,4,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,137,SearchContent,4,4,68,False,True,10,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,414,SortPanel,4,8,0,False,True,10,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,597,label,4,1,0,False,True,10,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,607,label,4,1,0,False,True,10,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,272,initialize,4,5,0,False,False,10,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelGradeTabRow.kt,28,LevelGradeTabRow,4,9,0,False,True,1,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelMountainBackground.kt,64,drawMountain,4,2,0,False,False,2,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionScreen.kt,39,LevelSelectionScreen,4,6,105,False,True,10,40
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterScrollConnection.kt,43,nearestCardSnap,4,3,0,False,False,3,12
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,455,cardAlpha,4,5,0,False,False,8,32
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,466,collapsedZIndexOf,4,1,0,False,False,8,32
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,311,loadSessions,4,5,67,False,False,16,64
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,246,toStudySessionCardItem,4,1,0,False,False,16,64
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionStamps.kt,27,mainStampOf,4,1,0,False,False,1,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,351,encodeURLParameter,4,5,0,False,False,5,20
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashScreen.kt,77,SplashScreen,4,6,0,False,True,6,24
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyScreen.kt,394,MeaningToggleButton,4,7,0,False,True,18,72
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,455,initialize,4,4,0,False,False,20,80
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,683,handleBackPress,4,1,0,False,False,20,80
presentation-kmp,presentation-kmp/src/iosMain/kotlin/com/minseonglove/jlptwords/ad/RewardedAdManagerImpl.ios.kt,23,load,4,10,0,False,False,5,20
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/db/DatabaseBuilder.android.kt,25,copyPrepopulatedDbIfMissing,3,3,0,False,False,3,9
data-kmp,data-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/service/FirestoreService.kt,60,getContentUpdateDate,3,0,0,False,False,11,33
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/KanjiInfoDataSource.kt,35,toDomain,3,0,0,False,False,3,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,106,getWordsUpdateTime,3,0,0,False,False,9,27
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/PreferenceDataSource.kt,126,getExamplesUpdateTime,3,0,0,False,False,9,27
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/StudyStatusDataSource.kt,21,getStudyStatus,3,1,0,False,False,7,21
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/TimeDataSource.kt,55,fetchNtpTimeMillis,3,3,0,False,False,3,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/TimeDataSource.kt,118,fetchHttpDateHeaderMillis,3,7,0,False,False,3,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/datasource/WordDataSource.kt,64,getWord,3,0,0,False,False,18,54
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/dao/WordInitializeDao.kt,61,insertWordsResolvingConflicts,3,3,0,False,False,4,12
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/ExampleTokenCodec.kt,21,stripSeparators,3,3,0,False,False,1,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/ExampleTokenCodec.kt,29,decodeExampleTokens,3,4,0,False,False,1,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/FuriganaCodec.kt,16,stripSeparators,3,3,0,False,False,1,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/FuriganaCodec.kt,23,decodeFurigana,3,4,0,False,False,1,3
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/db/util/StudySessionGenerator.kt,128,randomReviewSession,3,2,0,False,False,4,12
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/LevelRepositoryImpl.kt,21,getLevelSummaries,3,5,0,False,False,3,9
data-kmp,data-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/repository/WordInitializeRepositoryImpl.kt,262,syncReadingsIfNeeded,3,7,0,False,False,15,45
domain-kmp,domain-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/util/RunCatchingCancellable.kt,11,runCatchingCancellable,3,2,0,False,False,1,3
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/InterstitialAdManagerImpl.android.kt,75,getValidAd,3,3,0,False,False,6,18
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/NativeAdManagerImpl.android.kt,72,getValidAd,3,3,0,False,False,7,21
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/ad/RewardedAdManagerImpl.android.kt,57,getValidAd,3,3,0,False,False,4,12
presentation-kmp,presentation-kmp/src/androidMain/kotlin/com/minseonglove/jlptwords/util/HandleInstallLanguagePack.android.kt,11,handleInstallLanguagePack,3,1,0,False,False,4,12
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroDialog.kt,63,AdZeroDialog,3,2,61,False,True,6,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBackground.kt,56,drawImageCropToBounds,3,2,0,False,False,5,15
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluDefaultTopBar.kt,36,MolluDefaultTopBar,3,5,0,False,True,8,24
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/ContinueSessionSection.kt,111,ContinueSessionCard,3,3,82,False,True,5,15
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,219,showExitAppBottomSheet,3,5,0,False,False,6,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,277,resolveContinueSession,3,1,0,False,False,6,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,291,initializeWordsIfNeeded,3,2,0,False,False,6,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/StudyOverviewSection.kt,125,StudyTimeOverviewRow,3,5,0,False,True,6,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,364,FilterSection,3,5,0,False,True,10,30
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,419,expandScrollDelta,3,2,0,False,False,8,24
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,490,heightOf,3,3,0,False,False,8,24
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,442,findSessionPosition,3,2,0,False,False,16,48
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,285,SettingMenuRow,3,4,0,False,True,5,15
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,335,buildMailtoUrl,3,4,0,False,False,5,15
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashScreen.kt,155,ProgressSection,3,2,0,False,True,6,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/RoundCompletion.kt,49,RoundCompletion,3,2,87,False,True,6,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/RoundCompletion.kt,158,progressValue,3,8,0,False,False,6,18
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,137,startTimer,3,3,0,False,False,20,60
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/study/StudyViewModel.kt,654,saveStudyStatus,3,3,0,False,False,20,60
