module,file,line,name,cc,cognitive,length,nested,composable,commits,hotspot
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/type/LevelSelectionNavType.kt,38,serializeAsValue,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/type/StudyNavType.kt,17,put,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/type/StudyNavType.kt,27,get,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/type/StudyNavType.kt,35,parseValue,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/navigation/type/StudyNavType.kt,41,serializeAsValue,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,4,onInit,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,6,onStart,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,8,onDone,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,10,onError,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,17,init,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,20,speak,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,25,isAvailable,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,33,isMuted,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,35,stop,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSManager.kt,37,release,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/tts/TTSUtteranceId.kt,16,example,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroViewModel.kt,49,onCreate,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroViewModel.kt,53,onAdZeroButtonClick,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroViewModel.kt,57,onCancelButtonClick,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroViewModel.kt,61,onUserEarnedReward,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroViewModel.kt,65,onAdLoadFailed,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/adzero/AdZeroViewModel.kt,69,onAdShowed,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/BaseBottomSheet.kt,20,BaseBottomSheet,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/BaseDragHandle.kt,14,BaseDragHandle,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/BaseTopBar.kt,23,BaseTopBar,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/BaseTopBar.kt,53,BaseTopBarPreview,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/BaseViewModel.kt,12,container,1,0,0,False,False,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/DashedDivider.kt,20,DashedDivider,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/DialogActionButtons.kt,18,DialogActionButtons,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/JapaneseTextAutoSize.kt,16,rememberJpDisplayAutoSize,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/JapaneseTextAutoSize.kt,24,rememberJpHeadAutoSize,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/JapaneseTextAutoSize.kt,31,rememberOneLineAutoSize,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/LoadingScreen.kt,16,LoadingScreen,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/LoadingScreen.kt,33,LoadingScreenPreview,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBackground.kt,33,molluToolbarBackground,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBackground.kt,45,molluButtonBackground,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBackground.kt,86,molluPaperBackground,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBackground.kt,101,molluPaperVerticalScroll,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluBottomTabBar.kt,132,MolluBottomTabBarPreview,1,0,0,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluDefaultTopBar.kt,86,TopBarActionText,1,0,0,False,True,8,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluDefaultTopBar.kt,116,MolluDefaultTopBarPreview,1,0,0,False,True,8,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluScreenScaffold.kt,21,MolluScreenScaffold,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/MolluSwitch.kt,126,MolluSwitchPreview,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/RetryScreen.kt,31,RetryScreen,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/base/RetryScreen.kt,75,RetryScreenPreview,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/exit/ExitAdFallback.kt,17,ExitAdFallback,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/ContinueSessionSection.kt,52,ContinueSessionSection,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/ContinueSessionSection.kt,200,ContinueSessionSectionPreview,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeScreen.kt,159,HomeContent,1,0,0,False,True,9,9
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeSectionImageFade.kt,17,horizontalAlphaFade,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,51,onCreate,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,55,onTodayExampleClick,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,59,onContinueSessionClick,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,63,onTitleClick,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,67,onAdZeroClick,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,71,onAdZeroDialogDismiss,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,75,onSettingsClick,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,79,onBack,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,83,onExitAppBottomSheetDismiss,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,87,onExitAppButtonClick,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,91,onRetryButtonClick,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/HomeViewModel.kt,245,loadHomeData,1,0,0,False,False,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/StudyOverviewSection.kt,51,StudyOverviewSection,1,0,68,False,True,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/StudyOverviewSection.kt,191,StudyOverviewSectionPreview,1,0,0,False,True,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/TodayExampleSection.kt,48,TodayExampleSection,1,0,0,False,True,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/TodayExampleSection.kt,107,clipToBoundsOpenTop,1,0,0,False,False,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/home/TodayExampleSection.kt,160,TodayExampleSectionPreview,1,0,0,False,True,7,7
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/main/MainViewModel.kt,57,onBackToHome,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/main/MainViewModel.kt,62,selectTab,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdBadge.kt,18,NativeAdBadge,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdBinder.kt,7,NativeAdBinder,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdCallToActionView.kt,7,NativeAdCallToActionView,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdChoicesView.kt,7,NativeAdChoicesView,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdHeadlineView.kt,7,NativeAdHeadlineView,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdIconView.kt,7,NativeAdIconView,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdImage.kt,8,NativeAdImage,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdMediaView.kt,7,NativeAdMediaView,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/nativead/NativeAdView.kt,7,NativeAdView,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,314,FilterPanel,1,0,0,False,True,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,580,UnderlinedTextButton,1,0,0,False,True,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,620,formatMeaningForRow,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchScreen.kt,633,SearchContentPreview,1,0,0,False,True,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,52,onCreate,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,60,onQueryChange,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,67,onWordClick,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,74,onBackClick,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,78,onFilterClick,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,82,onSortClick,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,86,onSortDirectionClick,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,90,onDraftLevelToggle,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,94,onDraftScriptTypeToggle,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,98,onAllDraftLevelsSelect,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,102,onAllDraftScriptTypesSelect,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,106,onFilterReset,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,110,onFilterApply,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,114,onDraftSortTypeSelect,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,118,onSortApply,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,122,onAdZeroClick,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,126,onAdZeroDialogDismiss,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,130,onSettingsClick,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,134,requestSearch,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/search/SearchViewModel.kt,297,performSearch,1,0,0,False,False,10,10
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelContentTransition.kt,27,rememberLevelChangeRiseOffset,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelContentTransition.kt,33,levelChangeTransform,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelGradeCard.kt,39,LevelGradeCard,1,0,66,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelGradeInfo.kt,42,LevelGradeInfo,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelGradeInfo.kt,105,GradeStat,1,0,0,False,True,2,2
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionViewModel.kt,39,onCreate,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionViewModel.kt,43,onLevelSelectionTabClick,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionViewModel.kt,47,onNavigationButtonClick,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/level/LevelSelectionViewModel.kt,51,onConfirmButtonClick,1,0,0,False,False,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterScrollConnection.kt,30,reset,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterScrollConnection.kt,74,rubberBandOffset,1,0,0,False,False,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterScrollConnection.kt,95,rememberChapterScrollConnection,1,0,0,False,True,3,3
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,387,collapsedHeight,1,0,0,False,False,8,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,398,expandedYOf,1,0,0,False,False,8,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/ChapterSessionCards.kt,404,stackedYOf,1,0,0,False,False,8,8
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/CurrentSessionIndex.kt,36,chapterCurrentSessionIndex,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionChapterCard.kt,249,SessionChapterCardStackPlaceholder,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionChapterCard.kt,293,ProgressBar,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionChapterCard.kt,313,StatItem,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionScreen.kt,130,ChapterList,1,0,0,False,True,13,13
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,47,observeLevelChanges,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,59,onCreate,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,63,onAdZeroItemClick,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,67,onAdZeroDialogDismiss,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,71,onSessionWarningDialogDismiss,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,75,onSessionWarningDialogConfirmClick,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,84,onBack,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,88,onRetryButtonClick,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,92,onMoreButtonClick,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,96,onChapterHeaderClick,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,100,onStackedCardsClick,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,104,onCollapseAnimationCompleted,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,106,onSessionCardClick,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,391,getInitializeData,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionSelectionViewModel.kt,434,progressPercent,1,0,0,False,False,16,16
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionStamps.kt,8,speedThresholdSeconds,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionStamps.kt,24,hasAccurateStamp,1,0,0,False,False,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionWarningDialog.kt,76,SessionWarningDialogContent,1,0,97,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionWarningDialog.kt,46,SessionWarningDialog,1,0,0,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/selection/session/SessionWarningDialog.kt,200,SessionWarningDialogPreview,1,0,0,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/NotificationTimePickerDialog.kt,32,NotificationTimePickerDialog,1,0,0,False,True,1,1
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/OpenSourceLicenseScreen.kt,27,OpenSourceLicenseScreen,1,0,0,False,True,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,161,SettingContent,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,194,JapaneseLanguageSection,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,231,AppInfoSection,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,265,InquirySection,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingScreen.kt,325,SettingDivider,1,0,0,False,True,5,5
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,30,onCreate,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,34,onStudyNotificationToggle,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,38,onNotificationTimeClick,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,42,onNotificationTimeChange,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,53,onNotificationTimePickerDismiss,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,57,onJapaneseLanguageToggle,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,61,onInquiryClick,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,65,onPrivacyPolicyClick,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,69,onOpenSourceLicensesClick,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,73,onAdZeroClick,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,77,onAdZeroDialogDismiss,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/setting/SettingViewModel.kt,81,onBackClick,1,0,0,False,False,4,4
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashScreen.kt,135,LogoSection,1,0,0,False,True,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashScreen.kt,196,LoadingSpinner,1,0,0,False,True,6,6
presentation-kmp,presentation-kmp/src/commonMain/kotlin/com/minseonglove/jlptwords/ui/splash/SplashViewModel.kt,32,onCreate,1,0,0,False,False,8,8
